participant_id,species,species_shown,attitude,hunting_approval,conservation_status,conservation_dontknow,edibility,familiarity,desire_to_see,wtp_hunt,wtp_view,danger_humans,destructive_property,discrepancy_score,wvo_mutualism,wvo_domination,christian_nationalism_score,political_ideology,hunter_status,has_pets,game_meat_freq,eats_meat
R_1HYVp1JVeYK9alX,Striped skunk,FALSE,2,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,4.666666666666667,3.3333333333333335,2.1666666666666665,86,"Yes, I know someone who hunts",TRUE,1,TRUE
R_1HYVp1JVeYK9alX,Tundra swan,TRUE,4,3,Stable/least concern,FALSE,3,2,5,2,1,1,2,-1,4.666666666666667,3.3333333333333335,2.1666666666666665,86,"Yes, I know someone who hunts",TRUE,1,TRUE
R_1HYVp1JVeYK9alX,White-tailed deer,TRUE,5,5,Stable/least concern,FALSE,4,5,5,3,1,1,2,0,4.666666666666667,3.3333333333333335,2.1666666666666665,86,"Yes, I know someone who hunts",TRUE,1,TRUE
R_3NHrqxBChLYAMo1,African savanna elephant,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,American crow,TRUE,4,1,Overabundant,FALSE,1,5,5,2,1,1,1,-3,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,American robin,TRUE,4,1,Overabundant,FALSE,1,5,5,1,1,1,1,-3,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Bald eagle,FALSE,4,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Bison,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Black bear,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Brown rat,FALSE,3,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Cougar,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Coyote,FALSE,2,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,3,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Elk,TRUE,5,5,Stable/least concern,FALSE,5,3,5,6,6,1,3,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Gray wolf,FALSE,4,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Mallard duck,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Raccoon,FALSE,1,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,4,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Rattlesnake,TRUE,3,4,Of concern/vulnerable,FALSE,4,1,1,2,1,2,1,1,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Striped skunk,FALSE,3,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,Tundra swan,FALSE,3,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3NHrqxBChLYAMo1,White-tailed deer,TRUE,5,5,Overabundant,FALSE,5,5,5,6,1,2,4,0,5,3,1.6666666666666667,84,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_3g7OQfbqixNWd1C,African savanna elephant,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,American crow,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,American robin,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Bald eagle,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Bison,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Black bear,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Brown rat,FALSE,3,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,2,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Cougar,TRUE,5,5,Stable/least concern,FALSE,4,2,3,6,6,2,2,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Coyote,TRUE,3,5,Overabundant,FALSE,3,5,3,6,1,1,4,2,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Elk,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Gray wolf,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Mallard duck,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Raccoon,FALSE,2,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,3,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Rattlesnake,TRUE,1,5,Stable/least concern,FALSE,4,3,1,4,1,4,2,4,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Striped skunk,TRUE,3,5,Stable/least concern,FALSE,2,5,2,4,1,3,5,2,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,Tundra swan,TRUE,5,5,Stable/least concern,FALSE,5,5,5,6,6,1,2,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3g7OQfbqixNWd1C,White-tailed deer,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.3333333333333335,1.6666666666666667,74,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3iJz6vrdSABm5qz,African savanna elephant,TRUE,5,1,Threatened,FALSE,1,1,5,6,6,4,1,-4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,American crow,FALSE,1,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,American robin,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Bald eagle,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Bison,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Black bear,FALSE,5,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Brown rat,FALSE,1,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Cougar,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Coyote,TRUE,4,3,Stable/least concern,FALSE,1,2,3,3,1,2,2,-1,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Elk,TRUE,5,5,Of concern/vulnerable,FALSE,5,2,5,5,2,1,2,0,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Gray wolf,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Mallard duck,TRUE,5,5,Stable/least concern,FALSE,2,3,3,3,1,1,1,0,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Raccoon,FALSE,2,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,3,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Rattlesnake,TRUE,1,4,NA,TRUE,1,1,1,4,1,4,1,3,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Striped skunk,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,Tundra swan,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3iJz6vrdSABm5qz,White-tailed deer,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,4,2.6666666666666665,2.6666666666666665,89,"Yes, I know someone who hunts",FALSE,2,TRUE
R_3imo93rzF1hWVXW,African savanna elephant,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,American crow,TRUE,5,1,Overabundant,FALSE,2,5,1,1,1,1,2,-4,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,American robin,TRUE,4,1,Stable/least concern,FALSE,2,5,2,1,1,1,1,-3,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Bald eagle,TRUE,4,1,Stable/least concern,FALSE,1,5,2,1,1,1,1,-3,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Bison,FALSE,5,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Black bear,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Brown rat,FALSE,2,3,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Cougar,FALSE,5,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Coyote,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Elk,FALSE,5,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Gray wolf,TRUE,5,1,Of concern/vulnerable,FALSE,1,5,5,1,3,1,3,-4,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Mallard duck,TRUE,4,4,Stable/least concern,FALSE,3,5,1,1,1,1,1,0,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Raccoon,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Rattlesnake,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Striped skunk,FALSE,5,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,Tundra swan,FALSE,4,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3imo93rzF1hWVXW,White-tailed deer,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3.6666666666666665,2.6666666666666665,1.8333333333333333,88,No,TRUE,2,TRUE
R_3oBDgzY9OnUbhFF,African savanna elephant,FALSE,5,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,American crow,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,American robin,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Bald eagle,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Bison,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Black bear,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Brown rat,FALSE,1,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Cougar,FALSE,4,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Coyote,FALSE,5,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Elk,TRUE,5,5,Stable/least concern,FALSE,5,5,4,6,3,2,2,0,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Gray wolf,TRUE,5,2,Threatened,FALSE,1,3,5,5,6,3,3,-3,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Mallard duck,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Raccoon,TRUE,4,2,Overabundant,FALSE,1,4,3,1,1,2,3,-2,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Rattlesnake,FALSE,2,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Striped skunk,FALSE,4,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-2,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,Tundra swan,TRUE,5,3,NA,TRUE,4,1,5,4,4,1,1,-2,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3oBDgzY9OnUbhFF,White-tailed deer,TRUE,4,5,Overabundant,FALSE,4,5,3,5,2,2,3,1,3,4.333333333333333,1.8333333333333333,90,"Yes, I hunt or have hunted in the past",FALSE,4,TRUE
R_3txtGngEdhYyI16,African savanna elephant,FALSE,5,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,American crow,TRUE,4,4,Overabundant,FALSE,2,5,5,2,1,2,3,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,American robin,FALSE,5,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Bald eagle,TRUE,5,2,Stable/least concern,FALSE,3,5,5,6,2,2,2,-3,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Bison,FALSE,5,4,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Black bear,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Brown rat,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Cougar,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Coyote,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Elk,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Gray wolf,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Mallard duck,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Raccoon,TRUE,4,5,Overabundant,FALSE,3,3,5,2,1,2,4,1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Rattlesnake,FALSE,4,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Striped skunk,TRUE,4,3,Stable/least concern,FALSE,2,2,5,2,1,2,3,-1,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,Tundra swan,TRUE,5,2,Threatened,FALSE,3,1,5,4,2,1,1,-3,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3txtGngEdhYyI16,White-tailed deer,FALSE,5,5,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,0,5,3.6666666666666665,2.1666666666666665,47,"Yes, I hunt or have hunted in the past",TRUE,4,TRUE
R_3waZLy3Ub7ygyHv,African savanna elephant,FALSE,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-4,5.666666666666667,3,1.6666666666666667,81,"Yes, I know someone who hunts",TRUE,2,TRUE
R_3waZLy3Ub7ygyHv,American crow,FALSE,4,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,-3,5.666666666666667,3,1.6666666666666667,81,"Yes, I know someone who hunts",TRUE,2,TRUE
