participant_id,attacc_species,sem_harmful_beneficial,sem_unpleasant_pleasant,sem_bad_good,control_overpopulated,control_threat_interests,control_threat_lives,attacc_attitude,attacc_accept,discrepancy_score,wvo_mutualism,wvo_domination,christian_nationalism_score,political_ideology,hunter_status,has_pets,game_meat_freq,eats_meat
R_3yKs02hxZDlyayd,Bald eagle,4,2,3,2,2,3,3,2.3333333333333335,-0.6666666666666665,2.3333333333333335,3.3333333333333335,2.3333333333333335,27,"Yes, I hunt or have hunted in the past",TRUE,2,TRUE
R_3yKs02hxZDlyayd,Coyote,3,2,2,1,1,2,2.3333333333333335,1.3333333333333333,-1.0000000000000002,2.3333333333333335,3.3333333333333335,2.3333333333333335,27,"Yes, I hunt or have hunted in the past",TRUE,2,TRUE
R_3yKs02hxZDlyayd,White shark,3,2,1,2,2,2,2,2,0,2.3333333333333335,3.3333333333333335,2.3333333333333335,27,"Yes, I hunt or have hunted in the past",TRUE,2,TRUE
R_3yKs02hxZDlyayd,White-tailed deer,2,1,2,3,3,3,1.6666666666666667,3,1.3333333333333333,2.3333333333333335,3.3333333333333335,2.3333333333333335,27,"Yes, I hunt or have hunted in the past",TRUE,2,TRUE
R_51Jj666kDrlntO9,Bald eagle,2,3,3,1,4,2,2.6666666666666665,2.3333333333333335,-0.33333333333333304,2.6666666666666665,3.6666666666666665,2.5,75,No,FALSE,3,TRUE
R_51Jj666kDrlntO9,Coyote,1,2,3,2,2,3,2,2.3333333333333335,0.3333333333333335,2.6666666666666665,3.6666666666666665,2.5,75,No,FALSE,3,TRUE
R_51Jj666kDrlntO9,White shark,1,2,2,1,2,2,1.6666666666666667,1.6666666666666667,0,2.6666666666666665,3.6666666666666665,2.5,75,No,FALSE,3,TRUE
R_51Jj666kDrlntO9,White-tailed deer,1,2,2,2,4,3,1.6666666666666667,3,1.3333333333333333,2.6666666666666665,3.6666666666666665,2.5,75,No,FALSE,3,TRUE
R_5JRDvhXCuaxQUFj,Bald eagle,4,5,5,4,3,4,4.666666666666667,3.6666666666666665,-1.0000000000000004,7,3.3333333333333335,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_5JRDvhXCuaxQUFj,Coyote,4,4,4,4,4,4,4,4,0,7,3.3333333333333335,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_5JRDvhXCuaxQUFj,White shark,3,3,3,4,4,4,3,4,1,7,3.3333333333333335,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_5JRDvhXCuaxQUFj,White-tailed deer,3,3,3,4,5,5,3,4.666666666666667,1.666666666666667,7,3.3333333333333335,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_5OuCV9vdl5yW0r4,Bald eagle,4,3,4,4,2,4,3.6666666666666665,3.3333333333333335,-0.33333333333333304,5.333333333333333,2,2.5,93,"Yes, I know someone who hunts",TRUE,1,TRUE
R_5OuCV9vdl5yW0r4,Coyote,2,2,2,5,4,5,2,4.666666666666667,2.666666666666667,5.333333333333333,2,2.5,93,"Yes, I know someone who hunts",TRUE,1,TRUE
R_5OuCV9vdl5yW0r4,White shark,4,2,4,4,2,4,3.3333333333333335,3.3333333333333335,0,5.333333333333333,2,2.5,93,"Yes, I know someone who hunts",TRUE,1,TRUE
R_5OuCV9vdl5yW0r4,White-tailed deer,5,5,5,4,2,4,5,3.3333333333333335,-1.6666666666666665,5.333333333333333,2,2.5,93,"Yes, I know someone who hunts",TRUE,1,TRUE
R_5eR9UKThDZYhc8L,Bald eagle,4,4,4,4,2,3,4,3,-1,4,3.3333333333333335,3,50,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_5eR9UKThDZYhc8L,Coyote,4,2,3,5,5,5,3,5,2,4,3.3333333333333335,3,50,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_5eR9UKThDZYhc8L,White shark,4,1,3,5,4,5,2.6666666666666665,4.666666666666667,2.0000000000000004,4,3.3333333333333335,3,50,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_5eR9UKThDZYhc8L,White-tailed deer,2,5,3,5,5,5,3.3333333333333335,5,1.6666666666666665,4,3.3333333333333335,3,50,"Yes, I hunt or have hunted in the past",TRUE,3,TRUE
R_5fY3ghB9FFqyrgl,Bald eagle,5,5,5,4,4,5,5,4.333333333333333,-0.666666666666667,5,1.6666666666666667,3.1666666666666665,28,"Yes, I know someone who hunts",FALSE,2,TRUE
R_5fY3ghB9FFqyrgl,Coyote,5,4,4,5,3,5,4.333333333333333,4.333333333333333,0,5,1.6666666666666667,3.1666666666666665,28,"Yes, I know someone who hunts",FALSE,2,TRUE
R_5fY3ghB9FFqyrgl,White shark,4,3,3,4,4,4,3.3333333333333335,4,0.6666666666666665,5,1.6666666666666667,3.1666666666666665,28,"Yes, I know someone who hunts",FALSE,2,TRUE
R_5fY3ghB9FFqyrgl,White-tailed deer,5,5,4,5,4,5,4.666666666666667,4.666666666666667,0,5,1.6666666666666667,3.1666666666666665,28,"Yes, I know someone who hunts",FALSE,2,TRUE
R_5sihjF4ipZnoVup,Bald eagle,4,4,4,2,4,4,4,3.3333333333333335,-0.6666666666666665,4.333333333333333,3.3333333333333335,2.3333333333333335,82,No,TRUE,1,TRUE
R_5sihjF4ipZnoVup,Coyote,4,3,4,4,2,4,3.6666666666666665,3.3333333333333335,-0.33333333333333304,4.333333333333333,3.3333333333333335,2.3333333333333335,82,No,TRUE,1,TRUE
R_5sihjF4ipZnoVup,White shark,4,4,4,4,2,1,4,2.3333333333333335,-1.6666666666666665,4.333333333333333,3.3333333333333335,2.3333333333333335,82,No,TRUE,1,TRUE
R_5sihjF4ipZnoVup,White-tailed deer,4,4,4,4,3,4,4,3.6666666666666665,-0.3333333333333335,4.333333333333333,3.3333333333333335,2.3333333333333335,82,No,TRUE,1,TRUE
R_600A9pMJ6g4sXKx,Bald eagle,5,5,5,4,2,1,5,2.3333333333333335,-2.6666666666666665,4,2,1.6666666666666667,77,"Yes, I know someone who hunts",FALSE,2,TRUE
R_600A9pMJ6g4sXKx,Coyote,5,3,3,4,1,2,3.6666666666666665,2.3333333333333335,-1.333333333333333,4,2,1.6666666666666667,77,"Yes, I know someone who hunts",FALSE,2,TRUE
R_600A9pMJ6g4sXKx,White shark,5,2,4,4,1,1,3.6666666666666665,2,-1.6666666666666665,4,2,1.6666666666666667,77,"Yes, I know someone who hunts",FALSE,2,TRUE
R_600A9pMJ6g4sXKx,White-tailed deer,5,5,5,5,2,1,5,2.6666666666666665,-2.3333333333333335,4,2,1.6666666666666667,77,"Yes, I know someone who hunts",FALSE,2,TRUE
R_6dMZJho3wwtZ2DQ,Bald eagle,5,5,5,5,4,1,5,3.3333333333333335,-1.6666666666666665,5.333333333333333,4,2.1666666666666665,83,"Yes, I know someone who hunts",TRUE,1,TRUE
R_6dMZJho3wwtZ2DQ,Coyote,5,5,5,5,4,4,5,4.333333333333333,-0.666666666666667,5.333333333333333,4,2.1666666666666665,83,"Yes, I know someone who hunts",TRUE,1,TRUE
R_6dMZJho3wwtZ2DQ,White shark,5,5,5,5,1,1,5,2.3333333333333335,-2.6666666666666665,5.333333333333333,4,2.1666666666666665,83,"Yes, I know someone who hunts",TRUE,1,TRUE
R_6dMZJho3wwtZ2DQ,White-tailed deer,5,5,5,5,5,1,5,3.6666666666666665,-1.3333333333333335,5.333333333333333,4,2.1666666666666665,83,"Yes, I know someone who hunts",TRUE,1,TRUE
R_7Jsy66t19geH274,Bald eagle,5,5,5,2,3,4,5,3,-2,5,3,3,32,No,FALSE,2,TRUE
R_7Jsy66t19geH274,Coyote,5,5,5,4,4,4,5,4,-1,5,3,3,32,No,FALSE,2,TRUE
R_7Jsy66t19geH274,White shark,5,5,5,3,4,4,5,3.6666666666666665,-1.3333333333333335,5,3,3,32,No,FALSE,2,TRUE
R_7Jsy66t19geH274,White-tailed deer,5,5,5,3,4,4,5,3.6666666666666665,-1.3333333333333335,5,3,3,32,No,FALSE,2,TRUE
R_7SQ7gztAPD6mLKx,Bald eagle,5,5,5,4,2,4,5,3.3333333333333335,-1.6666666666666665,6.666666666666667,4,2.3333333333333335,88,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7SQ7gztAPD6mLKx,Coyote,3,2,3,5,5,5,2.6666666666666665,5,2.3333333333333335,6.666666666666667,4,2.3333333333333335,88,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7SQ7gztAPD6mLKx,White shark,5,5,5,4,3,4,5,3.6666666666666665,-1.3333333333333335,6.666666666666667,4,2.3333333333333335,88,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7SQ7gztAPD6mLKx,White-tailed deer,3,4,4,5,5,5,3.6666666666666665,5,1.3333333333333335,6.666666666666667,4,2.3333333333333335,88,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7ajZ5tklH1vwncZ,Bald eagle,3,3,4,2,2,2,3.3333333333333335,2,-1.3333333333333335,4.666666666666667,3.3333333333333335,3.1666666666666665,32,No,TRUE,1,TRUE
R_7ajZ5tklH1vwncZ,Coyote,4,4,4,2,2,3,4,2.3333333333333335,-1.6666666666666665,4.666666666666667,3.3333333333333335,3.1666666666666665,32,No,TRUE,1,TRUE
R_7ajZ5tklH1vwncZ,White shark,5,5,5,2,2,2,5,2,-3,4.666666666666667,3.3333333333333335,3.1666666666666665,32,No,TRUE,1,TRUE
R_7ajZ5tklH1vwncZ,White-tailed deer,3,4,4,3,3,3,3.6666666666666665,3,-0.6666666666666665,4.666666666666667,3.3333333333333335,3.1666666666666665,32,No,TRUE,1,TRUE
R_7oMFmW3BEKd0bBa,Bald eagle,4,4,5,4,2,3,4.333333333333333,3,-1.333333333333333,6.333333333333333,2,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7oMFmW3BEKd0bBa,Coyote,4,4,4,4,1,2,4,2.3333333333333335,-1.6666666666666665,6.333333333333333,2,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7oMFmW3BEKd0bBa,White shark,5,4,5,4,1,2,4.666666666666667,2.3333333333333335,-2.3333333333333335,6.333333333333333,2,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7oMFmW3BEKd0bBa,White-tailed deer,4,5,4,4,1,2,4.333333333333333,2.3333333333333335,-1.9999999999999996,6.333333333333333,2,2,100,"Yes, I know someone who hunts",TRUE,2,TRUE
R_7rTAPyTU6TRalqx,Bald eagle,3,3,3,4,2,4,3,3.3333333333333335,0.3333333333333335,4.333333333333333,2,2.8333333333333335,94,"Yes, I know someone who hunts",TRUE,3,TRUE
R_7rTAPyTU6TRalqx,Coyote,4,5,4,4,2,4,4.333333333333333,3.3333333333333335,-0.9999999999999996,4.333333333333333,2,2.8333333333333335,94,"Yes, I know someone who hunts",TRUE,3,TRUE
R_7rTAPyTU6TRalqx,White shark,4,2,3,4,2,4,3,3.3333333333333335,0.3333333333333335,4.333333333333333,2,2.8333333333333335,94,"Yes, I know someone who hunts",TRUE,3,TRUE
R_7rTAPyTU6TRalqx,White-tailed deer,4,4,4,4,2,4,4,3.3333333333333335,-0.6666666666666665,4.333333333333333,2,2.8333333333333335,94,"Yes, I know someone who hunts",TRUE,3,TRUE
